Epoch,LR,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1
1,1.00e-03,0.7209,0.5530,0.8456,0.5571,0.5360,0.5571,0.5362
2,1.00e-03,0.6781,0.5713,0.8192,0.5735,0.5505,0.5735,0.5545
3,1.00e-03,0.6656,0.5798,0.8286,0.5480,0.5641,0.5480,0.5049
4,1.00e-03,0.6579,0.5845,0.8014,0.5780,0.5605,0.5780,0.5570
5,1.00e-03,0.6513,0.5892,0.8015,0.5836,0.5674,0.5836,0.5645
6,1.00e-03,0.6476,0.5939,0.8029,0.5830,0.5597,0.5830,0.5648
7,1.00e-03,0.6439,0.5958,0.7875,0.5892,0.5683,0.5892,0.5705
8,1.00e-03,0.6398,0.6000,0.7947,0.5893,0.5647,0.5893,0.5698
9,1.00e-03,0.6369,0.6030,0.7872,0.5918,0.5714,0.5918,0.5731
10,1.00e-03,0.6348,0.6047,0.7849,0.5925,0.5765,0.5925,0.5725
11,1.00e-03,0.6321,0.6059,0.7849,0.5975,0.6290,0.5975,0.5790
12,1.00e-03,0.6295,0.6095,0.7886,0.5890,0.5803,0.5890,0.5655
13,1.00e-03,0.6269,0.6117,0.7804,0.5968,0.6190,0.5968,0.5800
14,1.00e-03,0.6237,0.6136,0.7864,0.5935,0.5779,0.5935,0.5743
15,1.00e-03,0.6213,0.6154,0.7884,0.5882,0.6304,0.5882,0.5644
16,1.00e-03,0.6191,0.6170,0.7797,0.6001,0.6280,0.6001,0.5816
17,1.00e-03,0.6171,0.6193,0.7891,0.6009,0.6395,0.6009,0.5809
18,1.00e-03,0.6139,0.6217,0.7817,0.6062,0.6363,0.6062,0.5879
19,1.00e-03,0.6125,0.6241,0.7771,0.6069,0.6234,0.6069,0.5894
20,1.00e-03,0.6105,0.6250,0.7710,0.6081,0.6400,0.6081,0.5901
21,1.00e-03,0.6096,0.6273,0.7810,0.6070,0.6438,0.6070,0.5876
22,1.00e-03,0.6071,0.6288,0.7751,0.6101,0.6353,0.6101,0.5922
23,1.00e-03,0.6064,0.6304,0.7738,0.6078,0.6354,0.6078,0.5887
24,1.00e-03,0.6036,0.6317,0.7718,0.6049,0.6353,0.6049,0.5851
25,1.00e-03,0.6028,0.6323,0.7753,0.6100,0.6400,0.6100,0.5914
26,1.00e-03,0.6011,0.6348,0.7665,0.6096,0.6365,0.6096,0.5908
27,5.00e-04,0.5933,0.6407,0.7692,0.6114,0.6309,0.6114,0.5937
28,5.00e-04,0.5917,0.6409,0.7624,0.6122,0.6323,0.6122,0.5939
29,5.00e-04,0.5890,0.6434,0.7768,0.6058,0.6358,0.6058,0.5853
30,5.00e-04,0.5889,0.6434,0.7653,0.6120,0.6390,0.6120,0.5940
